model,base,format,trained_on,optimizer,lr,max_len,epochs,num_labels,init,aggregate,split,category,prauc,n_pairs,n_pos
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Мебель,0.611943,4570,686
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Дом и сад,0.771033,4436,1201
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Хобби и творчество,0.859269,4339,1990
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Аптека,0.80703,4546,338
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Аптека,0.815005,4598,318
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Товары для животных,0.842882,4580,1638
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Ювелирные изделия,0.46061,4540,578
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Одежда,0.428678,5946,691
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Хобби и творчество,0.86888,4488,2144
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Строительство и ремонт,0.715459,4559,979
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Музыкальные инструменты,0.794721,4375,958
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Автотовары,0.634385,4808,841
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Строительство и ремонт,0.741089,4495,1004
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Хобби и творчество,0.86265,4461,2028
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Автотовары,0.658115,4660,822
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Ювелирные изделия,0.425175,4665,567
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Ювелирные изделия,0.377726,4666,586
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Автотовары,0.63724,4756,807
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Аптека,0.792953,4546,338
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Мебель,0.56229,4648,717
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Спорт и отдых,0.616209,4512,1172
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Товары для животных,0.831013,4580,1638
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Бытовая техника,0.757082,4350,1571
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Музыкальные инструменты,0.769772,4375,958
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Электроника,0.602179,4906,835
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Галантерея и аксессуары,0.477159,4567,774
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Галантерея и аксессуары,0.501391,4428,715
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Аптека,0.794921,4621,333
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Спорт и отдых,0.62573,4319,1122
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Хобби и творчество,0.840115,4339,1990
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Дом и сад,0.710421,4436,1201
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Ювелирные изделия,0.33603,4824,586
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Дом и сад,0.716543,4316,1133
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Бытовая химия,0.850423,4337,1983
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Обувь,0.254243,4622,443
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Канцелярские товары,0.660581,4381,1468
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Товары для животных,0.853237,4534,1602
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Детские товары,0.837736,4430,2460
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Красота и гигиена,0.722206,4377,1549
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Обувь,0.276422,4616,436
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Строительство и ремонт,0.659827,4495,1004
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Ювелирные изделия,0.387833,4540,578
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Детские товары,0.845568,4329,2477
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Одежда,0.389528,5837,675
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Спорт и отдых,0.622249,4469,1133
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Канцелярские товары,0.646352,4290,1436
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Бытовая химия,0.859167,4360,2099
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Музыкальные инструменты,0.788286,4447,992
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Дом и сад,0.693697,4573,1164
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Мебель,0.519379,4570,686
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Продукты питания,0.805091,4572,1263
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Одежда,0.394424,5797,721
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Автотовары,0.636237,4808,841
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Одежда,0.382162,5946,691
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Продукты питания,0.81638,4581,1203
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Ювелирные изделия,0.348641,4665,567
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Галантерея и аксессуары,0.48869,4482,756
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Музыкальные инструменты,0.775341,4559,1056
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Мебель,0.549042,4583,680
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Бытовая химия,0.854321,4400,2043
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Бытовая химия,0.856505,4339,2058
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Электроника,0.585259,4656,810
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Дом и сад,0.711462,4249,1110
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Бытовая техника,0.752455,4489,1595
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Спорт и отдых,0.640567,4417,1173
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Обувь,0.294077,4642,488
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Строительство и ремонт,0.624372,4556,989
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Мебель,0.554443,4565,673
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Канцелярские товары,0.677625,4361,1515
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Одежда,0.380536,5777,664
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Хобби и творчество,0.840308,4461,2028
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Продукты питания,0.790204,4549,1272
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Товары для животных,0.837061,4560,1611
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Бытовая техника,0.759689,4467,1615
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Музыкальные инструменты,0.75529,4436,944
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Товары для животных,0.850838,4537,1629
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Электроника,0.609683,4593,822
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Автотовары,0.633871,4786,856
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Красота и гигиена,0.733587,4390,1607
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Красота и гигиена,0.763439,4295,1595
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Красота и гигиена,0.725878,4224,1532
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Автотовары,0.663692,4660,822
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Обувь,0.263601,4482,446
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Строительство и ремонт,0.648048,4559,979
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Детские товары,0.827516,4370,2410
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Хобби и творчество,0.84499,4389,2040
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Бытовая техника,0.759646,4508,1623
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Продукты питания,0.807141,4582,1208
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_03,Строительство и ремонт,0.634641,4492,957
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Аптека,0.777081,4520,339
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Аптека,0.776007,4598,318
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_01,Электроника,0.621751,4526,760
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Детские товары,0.845504,4432,2522
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Галантерея и аксессуары,0.477991,4507,770
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_04,Канцелярские товары,0.661281,4403,1484
mrb_bi_pretrain,deepvk/RuModernBERT-base,bi-encoder,llm,adamw,2e-5/1e-3,512,1,1,-,none,val_fold_02,Хобби и творчество,0.847672,4488,2144
